Traffic_Level,ID,Delivery_person_ID,weather_description,Type_of_order,Type_of_vehicle,Delivery_person_Age,Delivery_person_Rating,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,temperature,humidity,precipitation,Distance_km,DeliveryTimeMins,RestaurantID,CustomerID,OrderID,Age,AgeGroup,Gender,IncomeLevel,OrderFrequency,Location,PreferredCuisine,Area,City,RestaurantName,Price,AvgRating,Total ratings,FoodType,Address,Delivery time,ReducedTime,Delivery Band,Reduced DeliveryTime
Very High,823E,HYDRES02DEL01,haze,Drinks,electric_scooter,32,4.9,1.741.233,78.449.654,1.752.233,78.559.654,22.75,60,0,23.83,73.05,201590,8916,823E,27,26-35,Female,Medium,High,Bangalore,Snacks,Domlur,Bangalore,Hungry B,250,3.8,20,"North Indian,Indian,Continental,Biryani,Beverages,Combo",Indiranagar,60,65.745,45+ mins,65.745
Very Low,A91F,HYDRES04DEL01,broken clouds,Meal,motorcycle,22,4.6,17.411.028,78.329.645,17.421.028,78.339.645,21.23,67,0,1.83,7.45,35203,9462,A91F,56,46+,Female,Medium,Low,Bangalore,Chinese,Bhowanipore,Kolkata,Parantha Point,200,4.2,100,North Indian,Near Sbi And Uco Bank Atm,60,6.705,45+ mins,6.705
High,B03E,JAPRES08DEL03,clear sky,Buffet,scooter,27,4.8,26.910.262,75.783.013,27.000.262,75.873.013,23.72,28,0,17.09,39.7,432761,2211,B03E,26,26-35,Female,Medium,Medium,Bangalore,Snacks,Scruz Bandra East,Mumbai,Quality Fast Foods,300,2.9,80,"Chinese,Fast Food",Scruz Bandra East,39,35.73,31-45 mins,35.73
High,5E7D,SURRES09DEL03,clear sky,Snack,motorcycle,32,4.6,21.175.975,72.795.503,21.265.975,72.885.503,24.9,43,0,17.82,39.7,1540,2214,5E7D,53,46+,Female,Low,Low,Bangalore,Gujarati,Jayanagar,Bangalore,Ragoo'S,800,4.1,50,"North Indian,Italian",5Th B Main,49,35.73,45+ mins,35.73
Very High,88B7,MYSRES12DEL02,clear sky,Snack,scooter,21,4.9,12.284.747,76.625.861,12.364.747,76.705.861,20.81,67,0,18.25,50.15,263,8501,88B7,18,18-25,Male,Medium,Medium,Bangalore,North Indian,Koramangala,Bangalore,Cupcake Noggins - Cakespastries And Desserts,150,4.3,100,"Desserts,British,Bakery,Pizzas,Snacks",4Th Block,57,45.135,45+ mins,45.135
High,A350,SURRES08DEL01,clear sky,Drinks,scooter,36,4.6,21.173.343,72.792.731,21.283.343,72.902.731,24.91,42,0,21.81,51.25,346309,2216,A350,28,26-35,Male,Low,Medium,Bangalore,North Indian,Isanpur,Ahmedabad,Cheeze Adda,400,2.9,80,North Indian,Isanpur,53,46.125,45+ mins,46.125
Low,8F99,COIMBRES09DEL02,mist,Buffet,motorcycle,27,4.7,11.008.638,76.984.311,11.028.638,77.004.311,24.88,73,0,4.59,18.05,242515,3259,8F99,31,26-35,Female,Low,Medium,Bangalore,Mughlai,Koramangala,Bangalore,Burritos & Bowls Mexican Kitchen,450,4.2,20,"Mexican,Salads",5Th Cross 5Th Block Koramangala,60,16.245,45+ mins,16.245
High,5201,COIMBRES14DEL03,haze,Meal,motorcycle,31,4.2,11.003.681,76.975.525,11.093.681,77.065.525,26,73,0,16.82,35.3,19521,2218,5201,22,18-25,Female,Medium,Medium,Bangalore,North Indian,Taltala,Kolkata,Tea Junction,150,4,50,Beverages  Snacks  Desserts,Beside New Empire Cinema Hall,42,31.77,31-45 mins,31.77
High,280A,VADRES14DEL01,haze,Meal,motorcycle,33,4.2,22.311.603,73.165.012,22.421.603,73.275.012,23.93,64,0,20.24,37,407688,2223,280A,32,26-35,Female,High,Low,Bangalore,Punjabi,South Kolkata,Kolkata,Chata Chati,250,2.9,80,"Snacks,Indian",South Kolkata,70,33.3,45+ mins,33.3
High,32DE,JAPRES06DEL01,clear sky,Drinks,motorcycle,32,4.4,26.911.927,75.797.282,27.021.927,75.907.282,23.84,28,0,22.6,54.9,392280,2224,32DE,42,36-45,Male,Medium,Medium,Bangalore,Snacks,Hatibagan,Kolkata,Vantus,200,2.9,80,Fast Food,Shyambazar,52,49.41,45+ mins,49.41
High,996A,HYDRES12DEL03,haze,Drinks,scooter,25,4.8,17.429.585,78.392.621,17.489.585,78.452.621,22.93,60,0,17.37,51.8,449962,2226,996A,30,26-35,Male,Low,Low,Bangalore,Punjabi,Indiranagar,Bangalore,Cafe Grey By Dongle & Co,450,2.9,80,"Beverages,Pizzas,Fast Food,Bakery,Desserts",Indiranagar,63,46.62,45+ mins,46.62
High,3.00E+04,BANGRES02DEL01,haze,Snack,motorcycle,27,4.8,12.970.221,77.645.396,13.080.221,77.755.396,22.33,73,0,20.5,50.35,203703,2227,3.00E+04,30,26-35,Male,Medium,Medium,Bangalore,Tandoor,Bandra East,Mumbai,Great Indian Meals,300,4,50,Mangalorean  North Indian  South Indian  Malwani,Scruz Bandra East,42,45.315,31-45 mins,45.315
Very High,76CD,CHENRES05DEL02,overcast clouds,Drinks,scooter,32,4.8,13.058.616,80.264.151,13.108.616,80.314.151,28.37,82,0,14.83,63.65,203703,8930,76CD,30,26-35,Male,Medium,Low,Bangalore,Punjabi,Bandra East,Mumbai,Great Indian Meals,300,4,50,Mangalorean  North Indian  South Indian  Malwani,Scruz Bandra East,42,57.285,31-45 mins,57.285
High,6149,SURRES20DEL02,mist,Buffet,motorcycle,34,4.8,2.115.276,72.778.059,2.123.276,72.858.059,24.95,73,0,16.42,37.8,416837,2228,6149,29,26-35,Female,Low,High,Bangalore,Tandoor,Adajan,Surat,Pan Asian Culture,400,3.6,20,Pan-Asian,Adajan,51,34.02,45+ mins,34.02
High,B009,HYDRES04DEL03,haze,Snack,scooter,34,4.7,17.411.028,78.329.645,17.501.028,78.419.645,22.84,60,0,22.25,43.95,336555,2230,B009,41,36-45,Female,Medium,Medium,Bangalore,Biryani,Kalighat,Kolkata,Drinking,200,4.1,50,Beverages,South Kolkata,65,39.555,45+ mins,39.555
High,8A1E,BANGRES06DEL01,haze,Drinks,scooter,31,4.9,12.979.096,77.640.625,13.049.096,77.710.625,22.6,73,0,12.5,46.3,281885,2231,8A1E,43,36-45,Female,High,Low,Bangalore,Mughlai,Ashok Nagar,Bangalore,Itc Gardenia - Flavours,1000,4.2,20,"Indian,Continental,North Indian,Biryani,Desserts",Central Bangalore,49,41.67,45+ mins,41.67
High,B227,HYDRES02DEL03,haze,Buffet,motorcycle,35,4.8,1.741.233,78.449.654,1.750.233,78.539.654,22.79,60,0,17.82,42.85,405522,2232,B227,55,46+,Female,Medium,High,Bangalore,Punjabi,Charminar,Hyderabad,Swagath Hotel,400,4.3,100,"South Indian,Chinese,Indian",Charminar,44,38.565,31-45 mins,38.565
Very High,759D,BANGRES14DEL01,mist,Snack,electric_scooter,23,5,12.949.934,77.699.386,13.019.934,77.769.386,19.62,93,0,14.88,54.6,405522,7759,759D,27,26-35,Male,Medium,Medium,Bangalore,South Indian,Charminar,Hyderabad,Swagath Hotel,400,4.3,100,"South Indian,Chinese,Indian",Charminar,44,49.14,31-45 mins,49.14
Very High,A25D,RANCHIRES05DEL01,mist,Snack,motorcycle,21,4.9,23.355.164,85.324.097,23.425.164,85.394.097,20.26,83,0,23.34,54.15,10238,9052,A25D,43,36-45,Male,Low,Medium,Bangalore,Lucknowi,Ashok Nagar,Bangalore,Smoke House Deli,800,4.5,500,"European,Italian,American,Pastas,Salads,Juices,Desserts,Combo",Lavelle Road,39,48.735,31-45 mins,48.735
High,2583,CHENRES02DEL01,overcast clouds,Meal,electric_scooter,39,4.7,13.086.438,80.220.672,13.156.439,80.290.672,28.3,82,0,14.2,43.7,10806,2235,2583,24,18-25,Male,Medium,Medium,Bangalore,South Indian,Andheri East,Mumbai,Gurukripa,500,4.3,100,North Indian  Chinese  Seafood,Thunga Village,50,39.33,45+ mins,39.33
Moderate,BD2B,PUNERES17DEL03,clear sky,Drinks,scooter,25,4.9,18.530.963,73.828.972,18.560.963,73.858.972,22.94,49,0,6.66,30.7,10806,6017,BD2B,56,46+,Male,Medium,Low,Bangalore,Mughlai,Andheri East,Mumbai,Gurukripa,500,4.3,100,North Indian  Chinese  Seafood,Thunga Village,50,27.63,45+ mins,27.63
Low,89CF,PUNERES07DEL02,clear sky,Meal,scooter,21,4.7,18.546.947,73.900.626,18.566.947,73.920.626,23.02,48,0,4.34,14.45,370682,3792,89CF,35,26-35,Female,High,Medium,Bangalore,Punjabi,Vesu,Surat,1441 Pizzeria,800,3.7,20,"Italian,Pizzas,Pastas,Fast Food,Desserts,Beverages",Piplod,63,13.005,45+ mins,13.005
Very High,25EE,PUNERES08DEL02,clear sky,Buffet,scooter,28,4.5,1.853.408,7.389.852,1.861.408,7.397.852,23.39,47,0,16.89,55.75,22405,8668,25EE,22,18-25,Male,Low,Low,Bangalore,Chinese,Teynampet,Chennai,Okadey'S,200,4.5,500,"North Indian,Chinese,Indian,Ice Cream,South Indian,Juices",R A Puram,57,50.175,45+ mins,50.175
High,8C1F,BANGRES07DEL01,haze,Meal,scooter,27,4.8,12.978.453,77.643.685,13.088.453,77.753.685,22.14,73,0,21.8,46.8,70940,2241,8C1F,19,18-25,Male,Medium,Low,Bangalore,Biryani,Dilsukhnagar,Hyderabad,Sahadeva Reddy Tiffins,150,4.2,500,South Indian,Maruthi Nagar,40,42.12,31-45 mins,42.12
High,8074,MYSRES01DEL02,clear sky,Buffet,scooter,39,5,12.311.072,76.654.878,12.361.072,76.704.878,20.81,67,0,12.3,39.5,25222,2242,8074,18,18-25,Female,Medium,Low,Bangalore,Mughlai,Koramangala,Bangalore,China Pearl,1100,4.5,1000,"Chinese,Asian",6Th Block,64,35.55,45+ mins,35.55
High,2F43,RANCHIRES08DEL03,mist,Buffet,scooter,26,5,23.353.783,85.326.967,23.413.783,85.386.967,20.2,83,0,11.38,37.4,28961,2243,2F43,33,26-35,Female,Medium,Medium,Bangalore,Chinese,Pitam Pura,Delhi,Gulab Wala,350,4.3,5000,"North Indian,Desserts,South Indian,Street Food,Sweets,Beverages,Snacks,Indian",Pitampura,46,33.66,45+ mins,33.66
Low,45F2,MUMRES16DEL03,smoke,Drinks,motorcycle,28,3.9,19.120.083,72.907.385,19.150.083,72.937.385,29,54,0,6.09,33.3,28961,3780,45F2,19,18-25,Male,Low,Medium,Bangalore,South Indian,Pitam Pura,Delhi,Gulab Wala,350,4.3,5000,"North Indian,Desserts,South Indian,Street Food,Sweets,Beverages,Snacks,Indian",Pitampura,46,29.97,45+ mins,29.97
Moderate,5F7B,PUNERES010DEL01,clear sky,Buffet,scooter,36,4.7,18.539.299,73.897.902,18.579.299,73.937.902,19,64,0,12.05,29.8,28961,4907,5F7B,49,46+,Male,Medium,High,Bangalore,Tandoor,Pitam Pura,Delhi,Gulab Wala,350,4.3,5000,"North Indian,Desserts,South Indian,Street Food,Sweets,Beverages,Snacks,Indian",Pitampura,46,26.82,45+ mins,26.82
High,406B,RANCHIRES07DEL02,mist,Meal,scooter,39,4.5,23.359.407,85.325.055,23.439.407,85.405.055,20.19,83,0,15.03,36,445636,2248,406B,55,46+,Female,Medium,Medium,Bangalore,Punjabi,Koregaon Park,Pune,Let'S Hangout@001,1000,2.9,80,"Chinese,Pizzas,Pastas",Koregaon Park,46,32.4,45+ mins,32.4
Moderate,B94,SURRES16DEL01,mist,Buffet,scooter,30,4.8,21.160.437,72.774.209,21.200.437,72.814.209,24.99,73,0,8.82,26.3,445636,6437,B94,39,36-45,Male,Medium,Low,Bangalore,Punjabi,Koregaon Park,Pune,Let'S Hangout@001,1000,2.9,80,"Chinese,Pizzas,Pastas",Koregaon Park,46,23.67,45+ mins,23.67
High,76D1,PUNERES09DEL03,clear sky,Meal,motorcycle,34,4.3,18.536.562,73.896.485,18.596.562,73.956.485,23.03,48,0,15.37,36.4,72304,2369,76D1,27,26-35,Male,Low,Low,Bangalore,Tandoor,Bhatar Athwa,Surat,Punjabi Di Hatti,300,4.1,100,"Punjabi,Chinese,North Indian,Biryani,Thalis,Combo,Mughlai",Bhatar Road,34,32.76,31-45 mins,32.76
High,1D1D,COIMBRES19DEL01,haze,Meal,motorcycle,25,4.7,11.022.298,76.998.349,11.132.298,77.108.349,26.18,73,0,23.43,39.8,418285,2251,1D1D,46,46+,Male,Medium,Medium,Bangalore,Tandoor,Ameerpet,Hyderabad,The Bakers Dozen,350,4.7,20,Bakery  Beverages,Ameerpet,67,35.82,45+ mins,35.82
High,2D64,JAPRES02DEL02,clear sky,Drinks,motorcycle,31,5,26.914.142,75.805.704,26.994.142,75.885.704,23.97,28,0,14.83,47.3,379796,2255,2D64,60,46+,Male,Medium,Low,Bangalore,Snacks,Kothapet & Dilsukhnagar,Hyderabad,Five Star And Koli Hut,120,4.7,20,Indian,Kothapet & Dilsukhnagar,54,42.57,45+ mins,42.57
Moderate,4DFE,COIMBRES06DEL01,haze,Meal,motorcycle,27,4.3,11.021.278,76.995.017,11.091.278,77.065.017,25.97,73,0,13.73,30.4,94717,6195,4DFE,42,36-45,Female,Medium,Medium,Bangalore,Biryani,Malleshwaram,Bangalore,Sai Cafe Veg,250,4.3,100,South Indian,10Th Cross Rd,54,27.36,45+ mins,27.36
High,D169,KOLRES03DEL03,haze,Drinks,motorcycle,28,4.9,22.526.461,88.364.453,22.616.461,88.454.453,28.03,65,0,21.53,48.65,88532,2260,D169,45,36-45,Female,Medium,Low,Bangalore,Tandoor,Aliabad,Hyderabad,Al Hashmi Arabian Shawarma & Fast Food,150,3.6,100,Fast Food,Shah Ali Banda Rd,57,43.785,45+ mins,43.785
High,6529,MYSRES12DEL01,clear sky,Buffet,scooter,39,4.8,12.284.747,76.625.861,12.354.747,76.695.861,20.61,67,0,16.64,42.55,347256,2262,6529,44,36-45,Male,Medium,Low,Bangalore,Snacks,Ashok Nagar,Bangalore,Toscano'S Crafted Cakes And Desserts,600,4.5,20,"Desserts,Bakery",Central Bangalore,34,38.295,31-45 mins,38.295
High,70B9,HYDRES20DEL03,overcast clouds,Drinks,motorcycle,22,4.6,17.483.216,78.552.111,17.573.216,78.642.111,22.68,63,0,17.33,57.05,457322,2264,70B9,38,36-45,Female,High,Low,Bangalore,Chinese,Dumdum,Kolkata,Appayan,300,2.9,80,"Chinese,Combo",Dumdum,76,51.345,45+ mins,51.345
High,765F,BANGRES010DEL03,haze,Buffet,scooter,25,4.9,12.933.298,77.614.293,12.993.298,77.674.293,23.13,72,0,16.38,43.55,325190,2277,765F,21,18-25,Male,Low,Medium,Bangalore,Tandoor,Annanagar East,Chennai,Myfroyoland Frozen Yogurt,300,2.9,80,"Desserts,Ice Cream",Annanagar,53,39.195,45+ mins,39.195
High,5229,CHENRES03DEL03,overcast clouds,Snack,motorcycle,37,5,13.091.809,80.219.104,13.151.809,80.279.104,28.25,82,0,21.41,46.95,4925,2282,5229,51,46+,Male,Low,Medium,Bangalore,Punjabi,Bidhannagar,Kolkata,Gangotri,300,4.3,100,"Street Food,North Indian,South Indian",Sector 1,67,42.255,45+ mins,42.255
High,3BD3,PUNERES19DEL02,clear sky,Meal,scooter,32,4.8,18.563.934,73.915.367,18.613.934,73.965.367,23.09,48,0,13.07,37.9,210945,2286,3BD3,27,26-35,Female,Low,Medium,Bangalore,Gujarati,Shivaji Nagar,Bangalore,Royal Restaurant,300,3.8,100,"Chinese,North Indian,Tandoor ,indian",Central Bangalore,38,34.11,31-45 mins,34.11
High,D9CF,KOCRES05DEL03,few clouds,Drinks,motorcycle,34,4.3,9.970.717,76.285.447,10.060.717,76.375.447,24.8,87,0,21.83,52.9,2085,2287,D9CF,33,26-35,Male,Low,Medium,Bangalore,Chinese,Himayatnagar,Hyderabad,Dadu'S Mithai Vatika,250,4.4,500,"Sweets,Street Food,Snacks,Chaat,Bakery",Liberty Road,34,47.61,31-45 mins,47.61
Moderate,3BF9,MYSRES03DEL01,clear sky,Drinks,scooter,30,4.6,12.299.524,7.664.262,12.339.524,7.668.262,20.61,67,0,10.28,32.3,36657,5824,3BF9,34,26-35,Female,High,Low,Bangalore,Punjabi,Ambawadi,Ahmedabad,The Belgian Waffle Co.,200,4.2,100,"Desserts,Beverages",Panjra Pole,39,29.07,31-45 mins,29.07
Very High,C796,DEHRES09DEL02,clear sky,Snack,motorcycle,32,5,30.332.735,78.054.222,30.412.735,78.134.222,13.42,78,0,16.21,52.65,36657,7875,C796,23,18-25,Male,Medium,Low,Bangalore,North Indian,Ambawadi,Ahmedabad,The Belgian Waffle Co.,200,4.2,100,"Desserts,Beverages",Panjra Pole,39,47.385,31-45 mins,47.385
High,B875,CHENRES14DEL03,mist,Snack,motorcycle,28,5,13.026.279,80.174.568,13.116.279,80.264.568,28.28,82,0,26.98,50.95,109060,2290,B875,41,36-45,Female,High,Low,Bangalore,Biryani,Kasba,Kolkata,Officer'S Kitchen,250,4.2,500,"Chinese,Indian,Tandoor",Bosepukur,72,45.855,45+ mins,45.855
Moderate,A53B,INDORES18DEL02,haze,Meal,motorcycle,31,4.8,22.753.839,75.897.429,22.803.839,75.947.429,17.17,72,0,12.44,24,295057,5230,A53B,54,46+,Female,Medium,Medium,Bangalore,Desserts,Behala,Kolkata,"Rajdhani-The	Veg	Junction",200,4,100,Indian,Alipore,85,21.6,45+ mins,21.6
Very High,1DCA,MUMRES04DEL01,clear sky,Snack,motorcycle,28,4.8,19.254.567,72.848.923,19.364.567,72.958.923,26.06,49,0,35.56,92.35,388772,8386,1DCA,46,46+,Male,High,Medium,Bangalore,Chinese,Kothapet & Dilsukhnagar,Hyderabad,Hotel Swagath,200,4.4,100,North Indian,Kothapet & Dilsukhnagar,43,83.115,31-45 mins,83.115
Very Low,5433,HYDRES01DEL01,broken clouds,Drinks,motorcycle,33,4.7,17.410.371,78.437.225,17.420.371,78.447.225,21.36,65,0,3.22,18.55,460912,9528,5433,28,26-35,Male,Medium,High,Bangalore,South Indian,George Town,Chennai,Salam Biryani,300,2.9,80,"Chinese,North Indian",George Town,45,16.695,31-45 mins,16.695
Very High,D990,DEHRES06DEL02,clear sky,Drinks,motorcycle,28,4.6,30.361.281,78.068.022,30.491.281,78.198.022,12.01,81,0,54.78,140,452377,8422,D990,28,26-35,Female,High,High,Bangalore,Gujarati,Kothrud,Pune,The Choco World,200,2.9,80,Beverages,Kothrud,60,126,45+ mins,126
High,C3C8,KNPRES12DEL02,clear sky,Drinks,scooter,35,4.8,26.492.106,80.327.797,26.542.106,80.377.797,25.62,42,0,13.14,40.4,354639,2301,C3C8,44,36-45,Male,Low,Low,Bangalore,Snacks,Kothrud,Pune,Pind Da Swad,300,4.2,50,"Punjabi,North Indian,Thalis,Combo",Kothrud,70,36.36,45+ mins,36.36
High,68C8,HYDRES06DEL01,haze,Drinks,motorcycle,32,4.7,17.455.894,78.375.467,17.525.894,78.445.467,22.76,60,0,15.76,47.8,25129,2302,68C8,48,46+,Male,Low,Medium,Bangalore,Lucknowi,Kalighat,Kolkata,Wabi Sabi,800,4.5,50,"Indian,Continental,Fast Food,Mexican",Near Sarat Bose Road Post Office,75,43.02,45+ mins,43.02
High,2AC2,COIMBRES12DEL03,haze,Snack,scooter,31,3.5,11.000.762,76.981.876,11.090.762,77.071.876,26,73,0,18.48,41.15,18360,2303,2AC2,39,36-45,Female,Medium,Low,Bangalore,Tandoor,Elgin,Kolkata,Little Pleasures - Loudon Street,300,4.6,100,Desserts,Near La Martiniere School,48,37.035,45+ mins,37.035
High,60CC,BANGRES06DEL03,haze,Meal,motorcycle,33,4.1,12.979.096,77.640.625,13.039.096,77.700.625,22.58,73,0,13.6,36.9,449111,2304,60CC,45,36-45,Male,Medium,Medium,Bangalore,Chinese,Chembur,Mumbai,Maharashtrian Katta,200,2.9,80,"Street Food,Indian",Chembur,54,33.21,45+ mins,33.21
High,581E,INDORES03DEL01,clear sky,Snack,motorcycle,32,4.4,22.751.857,75.866.699,22.861.857,75.976.699,22.29,43,0,19.17,44.5,99734,2306,581E,42,36-45,Female,Medium,Low,Bangalore,Punjabi,Hirabaugh,Surat,Chakabhai Bhelwala,100,4.1,50,Fast Food,Hirabaug,52,40.05,45+ mins,40.05
High,63D7,SURRES20DEL03,mist,Meal,scooter,32,4.3,2.115.276,72.778.059,2.124.276,72.868.059,24.94,73,0,20.48,43.95,391189,2307,63D7,32,26-35,Female,Medium,Low,Bangalore,Lucknowi,Vastrapur,Ahmedabad,Lapinoz Pizza Keshavbaug,250,4.3,100,"Pizzas,Pastas",Vastrapur,44,39.555,31-45 mins,39.555
Moderate,B4A3,RANCHIRES08DEL03,mist,Buffet,motorcycle,24,4.9,23.353.783,85.326.967,23.443.783,85.416.967,20.18,83,0,16.82,31.8,463512,6498,B4A3,20,18-25,Female,Low,Medium,Bangalore,North Indian,Nallakunta & Vidyanagar,Hyderabad,That Idly Place,150,2.9,80,"South Indian,Indian,Snacks",Nallakunta & Vidyanagar,44,28.62,31-45 mins,28.62
High,AF72,MYSRES15DEL02,clear sky,Buffet,motorcycle,25,4.9,12.352.058,7.660.665,12.432.058,7.668.665,20.64,67,0,19.47,35.3,42032,2309,AF72,41,36-45,Male,Low,Low,Bangalore,Desserts,Bidhannagar,Kolkata,Shawarma City Express,200,3.7,100,Lebanese,Beside Technopolis,75,31.77,45+ mins,31.77
Very High,5706,JAPRES09DEL02,clear sky,Meal,motorcycle,32,4.9,26.911.378,75.789.034,27.041.378,75.919.034,23.86,29,0,24.58,48.65,381452,9214,5706,36,36-45,Female,Medium,Low,Bangalore,South Indian,Indiranagar,Bangalore,Goli Vada Pav No .1,100,4.4,100,"Maharashtrian,North Indian,Fast Food,Street Food",1St Stage,47,43.785,45+ mins,43.785
High,4A8C,BANGRES09DEL02,haze,Drinks,motorcycle,27,4.7,12.934.179,77.615.797,12.984.179,77.665.797,23.18,72,0,12.65,42.75,146023,2313,4A8C,37,36-45,Male,Low,Low,Bangalore,Tandoor,Koti,Hyderabad,Eat Italy,400,4.2,100,"Italian,American,Pastas,Pizzas",Abids & Koti,35,38.475,31-45 mins,38.475
High,6837,INDORES18DEL03,clear sky,Buffet,motorcycle,24,4.7,22.753.839,75.897.429,22.843.839,75.987.429,22.26,44,0,18.57,35.4,391832,2314,6837,56,46+,Male,High,Low,Bangalore,Desserts,Himayath Nagar,Hyderabad,Fish Oh Fish,400,2.9,80,"Biryani,Tandoor,Mughlai",Ashok Nagar,38,31.86,31-45 mins,31.86
High,628F,MYSRES06DEL02,clear sky,Drinks,motorcycle,26,4.9,12.323.994,76.626.167,12.453.994,76.756.167,20.23,67,0,25,50.4,104519,2317,628F,32,26-35,Male,Medium,High,Bangalore,Punjabi,Pankaj Nagar,Surat,Mahalakshya Live Ice Cream & Thick Shakes,150,4.4,500,"Desserts,Beverages",Palanpur Jakatnaka,50,45.36,45+ mins,45.36
High,FBA,HYDRES19DEL01,haze,Meal,motorcycle,23,4.7,17.458.998,78.500.366,17.568.998,78.610.366,22.77,60,0,21.61,38.3,53659,2318,FBA,32,26-35,Male,Medium,Low,Bangalore,Punjabi,Bidhannagar,Kolkata,Pour House,1200,2.9,80,"Indian,Italian,Chinese,Continental",Near Pantaloons Sec V,80,34.47,45+ mins,34.47
Very Low,8D3E,BANGRES03DEL01,haze,Buffet,scooter,22,5,12.979.166,77.640.709,12.989.166,77.650.709,22.98,72,0,1.79,11.9,53659,9840,8D3E,51,46+,Female,Medium,Medium,Bangalore,Gujarati,Bidhannagar,Kolkata,Pour House,1200,2.9,80,"Indian,Italian,Chinese,Continental",Near Pantaloons Sec V,80,10.71,45+ mins,10.71
High,42AB,RANCHIRES01DEL03,scattered clouds,Snack,motorcycle,21,4.7,23.416.792,85.316.842,23.506.792,85.406.842,20.07,64,0,18.92,38.4,463132,2321,42AB,31,26-35,Male,Medium,Low,Bangalore,Chinese,Kalyani Nagar,Pune,Som Foods And Hospitality Private  Limited,500,2.9,80,"North Indian,Biryani,Indian,Salads",Kalyani Nagar,52,34.56,45+ mins,34.56
High,22B4,JAPRES15DEL02,haze,Snack,motorcycle,35,4.8,26.891.191,75.802.083,26.971.191,75.882.083,23.99,46,0,14.46,39.35,72003,2324,22B4,21,18-25,Female,Medium,Medium,Bangalore,Tandoor,Saki Naka,Mumbai,Cafe Delhi Heights,2000,2.9,80,"Asian,Continental",Kurla,48,35.415,45+ mins,35.415
Very High,C8D3,KNPRES16DEL03,clear sky,Snack,scooter,28,4.9,26.482.581,80.315.628,26.622.581,80.455.628,22.97,42,0,29.83,59.05,72003,8597,C8D3,19,18-25,Male,Medium,Medium,Bangalore,South Indian,Saki Naka,Mumbai,Cafe Delhi Heights,2000,2.9,80,"Asian,Continental",Kurla,48,53.145,45+ mins,53.145
Moderate,43B6,CHENRES19DEL03,mist,Drinks,electric_scooter,28,4.9,12.986.047,80.218.114,13.046.047,80.278.114,26.49,88,0,14.53,40.95,29638,5296,43B6,44,36-45,Female,Medium,Low,Bangalore,South Indian,Parvati Paytha,Pune,Jagaat Bhaari Kolhapuri,200,4.2,50,Maharashtrian,Opposite City Pride,44,36.855,31-45 mins,36.855
High,AA69,BANGRES03DEL03,haze,Snack,scooter,31,4.7,12.979.166,77.640.709,13.039.166,77.700.709,22.58,73,0,13.61,41.4,247759,2326,AA69,44,36-45,Male,Low,Low,Bangalore,North Indian,Chembur,Mumbai,Mamlekar Nx,200,2.9,80,"Desserts,Juices",Chembur,54,37.26,45+ mins,37.26
Moderate,86B5,PUNERES18DEL02,clear sky,Buffet,motorcycle,38,4.9,18.593.481,73.785.901,18.643.481,73.835.901,19.03,65,0,9.99,24.45,247759,4763,86B5,18,18-25,Female,Medium,High,Bangalore,Snacks,Chembur,Mumbai,Mamlekar Nx,200,2.9,80,"Desserts,Juices",Chembur,54,22.005,45+ mins,22.005
High,3EEB,VADRES010DEL02,haze,Snack,motorcycle,23,4.9,22.310.329,73.169.083,22.440.329,73.299.083,23.91,64,0,24.48,43.8,437330,2330,3EEB,47,46+,Male,Medium,Medium,Bangalore,Gujarati,Rohini,Delhi,Yum-Shum Chinese,300,2.9,80,"Chinese,Snacks",Rohini,57,39.42,45+ mins,39.42
High,E05B,BHPRES01DEL02,clear sky,Meal,scooter,29,4.8,23.211.529,77.419.399,23.291.529,77.499.399,21.32,45,0,21.25,41.3,452346,2652,E05B,32,26-35,Male,Low,Medium,Bangalore,Snacks,Shivaji Nagar,Pune,Swagat Veg Non Veg,200,2.9,80,"North Indian,Biryani,Tandoor,Kebabs",Shivaji Nagar,49,37.17,45+ mins,37.17
Very High,6228,JAPRES12DEL03,clear sky,Drinks,electric_scooter,33,4.9,26.902.908,75.792.934,27.042.908,75.932.934,19.71,47,0,29.44,58.55,452346,8077,6228,34,26-35,Male,Low,Low,Bangalore,Snacks,Shivaji Nagar,Pune,Swagat Veg Non Veg,200,2.9,80,"North Indian,Biryani,Tandoor,Kebabs",Shivaji Nagar,49,52.695,45+ mins,52.695
High,7.50E+09,MUMRES08DEL03,smoke,Drinks,motorcycle,35,4.6,19.065.838,72.832.658,19.125.838,72.892.658,27.87,57,0,15.35,53.45,17632,2334,7.50E+09,30,26-35,Female,Low,Low,Bangalore,Chinese,New Tippasandra,Bangalore,Waffle Magic,200,4.2,100,"Beverages,Desserts,Continental",2Nd Stage,57,48.105,45+ mins,48.105
Low,BD7F,MYSRES010DEL02,clear sky,Drinks,scooter,33,4.8,12.321.214,76.621.094,12.341.214,76.641.094,20.54,67,0,5.03,28.4,55710,3919,BD7F,47,46+,Female,High,Low,Bangalore,Snacks,Paldi,Ahmedabad,Ladli Fast Food,0,3.5,20,"Fast Food,Italian",Paldi,34,25.56,31-45 mins,25.56
